ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
106245,"John William ""Billy"" Savidan",M,30,165,57,New Zealand,NZL,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
106329,Keisuke Sawaki,M,24,168,60,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",NA
106329,Keisuke Sawaki,M,28,168,60,Japan,JPN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",NA
106520,Herbert Otto Emanuel Schade,M,34,179,65,Germany,GER,1956 Summer,1956,Summer,Melbourne,Athletics,"Athletics Men's 10,000 metres",NA
106826,"Jeffrey M. ""Jeff"" Schiebler",M,23,171,55,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 10,000 metres",NA
106826,"Jeffrey M. ""Jeff"" Schiebler",M,27,171,55,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 10,000 metres",NA
106863,Werner Schildhauer,M,21,182,67,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
107432,Walter Schnrock,M,24,167,55,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",NA
107978,"William ""Bill"" Scott",M,28,183,67,Australia,AUS,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
108015,Henry Louis Scott,M,22,172,64,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 10,000 metres",NA
108032,William Scott,M,26,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 10,000 metres",NA
108481,Enn Sellik,M,25,176,62,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
108587,Hikmet en,M,30,166,60,Turkey,TUR,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",NA
108876,Antonio Serrano Snchez,M,23,179,65,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",NA
108926,Julien Serwy,M,NA,NA,NA,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 10,000 metres",NA
109056,"Ismal ""Smail"" Sghyr",M,32,168,50,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 10,000 metres",NA
109133,Gidamis Shahanga,M,26,180,57,Tanzania,TAN,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
109260,Rashid Imamovich Sharafetdinov,M,29,166,58,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",NA
109355,"Daniel ""Dan"" Shaughnessy",M,31,178,63,Canada,CAN,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",NA
109357,Samwel Kwaangu Shauri,M,22,NA,NA,Tanzania,TAN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",NA
109644,Volodymyr Shesterov,M,26,176,65,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
109845,Hisatoshi (Masanari-) Shintaku,M,26,175,60,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
109909,Yuta Shitara,M,24,167,48,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",NA
109997,Frank Charles Shorter,M,24,178,61,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",NA
110157,Andr Sicard,M,21,NA,NA,France,FRA,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",NA
110261,Harry Johan Carl Siefert,M,25,NA,NA,Denmark,DEN,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",NA
110275,Josef Siegers,M,28,169,59,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",NA
110388,Sileshi Mekuria Sihine,M,21,168,58,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 10,000 metres",Silver
110388,Sileshi Mekuria Sihine,M,25,168,58,Ethiopia,ETH,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",Silver
110456,Antonio Fabin Silio Alaguire,M,26,172,57,Argentina,ARG,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
110515,Germn Silva Martnez,M,24,160,50,Mexico,MEX,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
110568,Benjamin Silva-Netto,M,29,163,56,Philippines,PHI,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",NA
110652,Isaac Mandla Simelane,M,24,165,50,Swaziland,SWZ,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
110735,"Anthony Derrick ""Tony"" Simmons",M,27,174,59,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",NA
111029,C. B. Chavan Singh,M,NA,NA,NA,India,IND,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 10,000 metres",NA
111116,Pala Singh,M,NA,NA,NA,India,IND,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
111154,Surendra Kumar Singh,M,29,162,54,India,IND,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",NA
111197,Raunaq Singh Gill,M,26,NA,NA,India,IND,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",NA
111352,Vin Jeremias Sipil,M,26,175,68,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
111568,Khalid Skah,M,25,170,60,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",Gold
111568,Khalid Skah,M,29,170,60,Morocco,MAR,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 10,000 metres",NA
112105,"Marcus ""Marc"" Smet",M,25,182,63,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",NA
112256,"Geoffrey ""Geoff"" Smith",M,26,173,61,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
112345,John Macauley Letchworth Smith,M,23,170,60,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 10,000 metres",NA
112409,"John Sutherland ""Suttie"" Smith",M,22,NA,NA,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 10,000 metres",NA
112423,Tracy Evans Smith,M,23,180,70,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",NA
113390,Usaia Naiteitei Sotutu,M,23,166,63,Fiji,FIJ,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",NA
113811,Carlo Speroni,M,24,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 10,000 metres",NA
113811,Carlo Speroni,M,28,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
114093,"Benjamin ""Ben"" St. Lawrence",M,30,180,85,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",NA
114093,"Benjamin ""Ben"" St. Lawrence",M,34,180,85,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",NA
114547,Edward Jan Stawiarz,M,28,171,66,Poland,POL,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",NA
114718,Rbert tefko,M,28,178,61,Slovakia,SVK,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 10,000 metres",NA
114928,"Oskar Albinus ""Albin"" Stenroos",M,23,173,64,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 10,000 metres",Bronze
114980,"David John ""Dave"" Stephens",M,28,174,60,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,"Athletics Men's 10,000 metres",NA
115157,"Joseph Laughlin ""Lachie"" Stewart",M,29,170,58,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",NA
115409,Martin Stokken,M,25,183,72,Norway,NOR,1948 Summer,1948,Summer,London,Athletics,"Athletics Men's 10,000 metres",NA
115409,Martin Stokken,M,29,183,72,Norway,NOR,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 10,000 metres",NA
115457,"Curtis Charles ""Curt"" Stone",M,29,175,61,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 10,000 metres",NA
115788,Oleg Strizhakov,M,29,179,61,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
116080,Alejandro Surez Velzquez,M,27,176,66,Mexico,MEX,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",NA
116559,Henning Leopold Sundesson,M,27,NA,NA,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",NA
116618,"Phang Cue ""P. C."" Suppiah",M,23,168,54,Singapore,SGP,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",NA
116724,Jzsef St,M,27,174,58,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",NA
116807,Fusashige Suzuki,M,22,162,54,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",NA
116837,Tsugumichi Suzuki,M,22,170,52,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",NA
117003,Nikolay Ivanovich Sviridov,M,30,179,65,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",NA
117211,Ji Skora,M,26,180,66,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
117272,Max Franz Syring,M,23,170,60,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
117506,Jnos Szernyi,M,30,174,58,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",NA
117744,Kidane Tadesse Habtesilase,M,21,170,54,Eritrea,ERI,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",NA
117747,Zersenay Tadesse Habtesilase,M,22,160,54,Eritrea,ERI,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 10,000 metres",Bronze
117747,Zersenay Tadesse Habtesilase,M,26,160,54,Eritrea,ERI,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",NA
117747,Zersenay Tadesse Habtesilase,M,30,160,54,Eritrea,ERI,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",NA
117747,Zersenay Tadesse Habtesilase,M,34,160,54,Eritrea,ERI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",NA
117775,"Michael John ""Mike"" Tagg",M,21,185,60,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",NA
117839,Ilmari Richard Taipale,M,28,176,67.5,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Athletics,"Athletics Men's 10,000 metres",NA
117983,Toshinari Takaoka,M,25,186,64,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 10,000 metres",NA
117983,Toshinari Takaoka,M,29,186,64,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 10,000 metres",NA
118035,Shoichiro Takenaka,M,19,158,46,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
118054,Kensuke Takezawa,M,21,170,53,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",NA
118508,Moses Kiptarbet Tanui,M,23,165,55,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",NA
118508,Moses Kiptarbet Tanui,M,26,165,55,Kenya,KEN,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
118509,Paul Kipngetich Tanui,M,25,168,47,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",Silver
119000,"Gerardus Franciscus ""Gerard"" Tebroke",M,30,184,70,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
119024,"Matthew ""Matt"" Tegenkamp",M,30,186,68,United States,USA,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",NA
119089,Guillaume Tell,M,21,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
119120,Kenias Tembo,M,25,173,56,Zimbabwe,ZIM,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
119147,Nabiba Naftali Temu,M,19,174,62,Kenya,KEN,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",NA
119147,Nabiba Naftali Temu,M,23,174,62,Kenya,KEN,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",Gold
119147,Nabiba Naftali Temu,M,27,174,62,Kenya,KEN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",NA
119156,"Martin ""Marti"" ten Kate",M,29,172,58,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",NA
119268,Paul Kibii Tergat,M,27,182,62,Kenya,KEN,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 10,000 metres",Silver
119268,Paul Kibii Tergat,M,31,182,62,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 10,000 metres",Silver
119359,Nguse Tesfaldet Amlosom,M,25,180,56,Eritrea,ERI,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",NA
119359,Nguse Tesfaldet Amlosom,M,29,180,56,Eritrea,ERI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",NA
119429,Lewis Tewanima,M,NA,160,51,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 10,000 metres",Silver
119456,Motlalepula Thabana,M,30,153,54,Lesotho,LES,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
119893,"Christopher Peter A. ""Chris"" Thompson",M,31,178,67,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",NA
120055,Gavin Howard Thorley,M,25,183,64,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",NA
120160,Sven Eugen Thuresson,M,23,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
120183,Thyge Pedersen Thgersen,M,25,172,63,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 10,000 metres",NA
120183,Thyge Pedersen Thgersen,M,30,172,63,Denmark,DEN,1956 Summer,1956,Summer,Melbourne,Athletics,"Athletics Men's 10,000 metres",NA
120226,Domingo Tibaduiza Reyes,M,21,169,54,Colombia,COL,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",NA
120226,Domingo Tibaduiza Reyes,M,25,169,54,Colombia,COL,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",NA
120226,Domingo Tibaduiza Reyes,M,29,169,54,Colombia,COL,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
120226,Domingo Tibaduiza Reyes,M,33,169,54,Colombia,COL,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
120302,Nol Tijou,M,30,176,69,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",NA
120461,Luis Alfonso Tipn,M,30,165,64,Ecuador,ECU,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
120776,Tau John Tokwepota,M,20,163,48,Papua New Guinea,PNG,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",NA
120776,Tau John Tokwepota,M,28,163,48,Papua New Guinea,PNG,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
120780,Tamirat Tola Abera,M,24,181,59,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",Bronze
120821,Girma Tolla,M,24,174,57,Ethiopia,ETH,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 10,000 metres",NA
120876,Josef Tom,M,30,177,67,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",NA
121205,Timothy Toroitich,M,24,NA,NA,Uganda,UGA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",NA
121279,Jorge Torres,M,27,168,56,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",NA
121370,Lucien Tostain,M,26,NA,NA,France,FRA,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",NA
121652,Trn Vn L,M,25,NA,NA,South Vietnam,VNM,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 10,000 metres",NA
121754,John Treacy,M,23,175,59,Ireland,IRL,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
121754,John Treacy,M,27,175,59,Ireland,IRL,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
122106,Max Edwin Truex,M,21,166,58,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,"Athletics Men's 10,000 metres",NA
122106,Max Edwin Truex,M,24,166,58,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 10,000 metres",NA
122282,Cyprian Tseriwa,M,23,172,62,Rhodesia,RHO,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 10,000 metres",NA
122374,Kokichi Tsuburaya,M,24,163,54,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",NA
122427,Anton Tsvetanov,M,NA,NA,NA,Bulgaria,BUL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
123177,Detlef Hugo Otto Uhlemann,M,26,173,60,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",NA
123262,Risto Ilmari Ulmala,M,29,184,64,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
123414,Haruo Urata,M,30,171,57,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
123538,Akio Usami,M,29,168,59,Japan,JPN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",NA
123797,Jean Vaillant,M,32,178,62,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",NA
123801,Martti Olavi Vainio,M,25,192,72.5,Finland,FIN,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",NA
123801,Martti Olavi Vainio,M,29,192,72.5,Finland,FIN,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
123801,Martti Olavi Vainio,M,33,192,72.5,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
125068,Alphonse Ren Vandenrydt,M,25,NA,NA,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 10,000 metres",NA
125100,Camiel Vandevelde,M,21,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
125104,Marcel Eugne Vandewattyne,M,28,NA,NA,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 10,000 metres",NA
125146,Miroslav Vanko,M,23,177,66,Slovakia,SVK,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 10,000 metres",NA
125301,Miguel Angel de la Cruz Vargas Guerrero,M,34,NA,NA,Costa Rica,CRC,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
125579,Herder Herberto Vzquez Corredor,M,25,170,59,Colombia,COL,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
125579,Herder Herberto Vzquez Corredor,M,29,170,59,Colombia,COL,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 10,000 metres",NA
125660,Teodoro Vega Morales,M,28,171,57,Mexico,MEX,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 10,000 metres",NA
125727,Luis H. Velsquez,M,32,NA,NA,Guatemala,GUA,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 10,000 metres",NA
125859,Vasil Venkov,M,NA,NA,NA,Bulgaria,BUL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
125909,Rolando Patricio Vera Rodas,M,23,155,47,Ecuador,ECU,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",NA
126102,"Andrew James ""Andy"" Vernon",M,30,182,71,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",NA
126451,Gregor Vietz,M,21,NA,NA,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 10,000 metres",NA
126777,Lasse Artturi Virn,M,23,180,60,Finland,FIN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",Gold
126777,Lasse Artturi Virn,M,26,180,60,Finland,FIN,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",Gold
126777,Lasse Artturi Virn,M,30,180,60,Finland,FIN,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
126780,Craig Steven Virgin,M,20,179,59,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",NA
126780,Craig Steven Virgin,M,28,179,59,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
126794,"Lauri Johannes ""Lasse"" Virtanen",M,27,172,68,Finland,FIN,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",Bronze
127596,Martin Vrbe,M,32,165,55,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",NA
128168,Milton Wallace,M,NA,NA,NA,Canada,CAN,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",NA
128174,George Curtis Locke Wallach,M,29,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 10,000 metres",NA
128745,"Christopher ""Chris"" Wardlaw",M,26,175,60,Australia,AUS,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",NA
128785,Pedro Edmundo Warnke Bravo,M,25,163,54,Chile,CHI,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",NA
128806,Ahmed Ibrahim Hashim Warsama,M,21,182,62,Qatar,QAT,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",NA
128890,Kazumi Watanabe,M,28,167,52,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",NA
129176,"Joseph Edward ""Eddie"" Webster",M,21,170,63,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
129312,Gnther Weidlinger,M,30,169,54,Austria,AUT,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",NA
130165,Emil Edvin Wide (Hermansson-),M,28,170,62,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",Silver
130165,Emil Edvin Wide (Hermansson-),M,32,170,62,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 10,000 metres",Bronze
130640,Marlon Selwyn Williams,M,35,172,65,United States Virgin Islands,ISV,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
130650,Paul Gregory Williams,M,27,178,63,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
130650,Paul Gregory Williams,M,32,178,63,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",NA
130650,Paul Gregory Williams,M,35,178,63,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
130690,Todd Dwayne Williams,M,23,178,66,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
130690,Todd Dwayne Williams,M,27,178,66,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 10,000 metres",NA
130837,James Wilson,M,28,173,60,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 10,000 metres",Bronze
130912,"Frederick Loren ""Fred"" Wilt",M,27,173,66,United States,USA,1948 Summer,1948,Summer,London,Athletics,"Athletics Men's 10,000 metres",NA
130912,"Frederick Loren ""Fred"" Wilt",M,31,173,66,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 10,000 metres",NA
131202,Rudolf Wber,M,24,NA,NA,Austria,AUT,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",NA
131283,Mamo Wolde,M,32,170,54,Ethiopia,ETH,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",NA
131283,Mamo Wolde,M,36,170,54,Ethiopia,ETH,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",Silver
131286,Tadesse Wolde-Medhin,M,35,175,56,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",NA
131849,Stanley Joseph Wudyka,M,26,179,67,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",NA
132717,Xolile Yawa,M,29,169,50,South Africa,RSA,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
132719,Ismael Yaya,M,NA,165,51,Chad,CHA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",NA
132960,Miruts Yifter,M,28,162,53,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",Bronze
132960,Miruts Yifter,M,36,162,53,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",Gold
