Review,Liked
"***SPOILERS*** ***SPOILERS*** I loved the set-up and consistently laughed throughout the entire movie. The acting was great, with my favorite part being Howard's (Kevin Kline) attempts to be a ""manly man"". The fiance and parents did a great job as a supporting cast. Spoiler Warning: The acting of his conservative family's acceptance and attempts to be polite were heartwarming and believable. My only problem with the end was the fact that Howard was actually gay. The movie is set-up as a ""be who you want to be"", but the movie actually does the opposite. Howard's logic behind his ""discovery"" is the fact that he loves Barbra Streisand's movies and enjoys dancing to music. His mannerisms and tastes appear to be gay, and it isn't until it is pointed out to him that he realizes it. Rather than setting Howard free, it pigeon holes him. Oh, he likes to dance to music, than he must be gay. His confession at the marriage felt like a bending down to society's wishes. In the end, the movie becomes a gay rights movie, which was not the original course. It almost becomes bland with the rest. I believe the movie would had been ultimately better had Howard been straight. It would have been truer to the message.",1
"***SPOILERS*** ***SPOILERS*** If one were to review the film based on the premise alone, one might think that you were looking at an average animal orientated horror flick. The plot is as follows. A group of documentary filmmakers head off to an island in order to film a documentary about surfing with sharks or blood surfing. (I live in South Africa so it was released as ""Blood Surf."") Admittedly, this seems to have a somewhat interesting idea behind it which, if it were explored further, could have improved the movie somewhat. However, this is not the case as the blood surfing part of the movie is minimal due to the fact that their documentary is interrupted by a rather large salt-water crocodile.<br /><br />The script is absolutely terrible. A good example of this is whenever someone gets eaten by the crocodile which is a frequent occurrence in this film, no one seems to give a damn. The most anyone person did in the film was to merely toast the victim in a scene which was meant to be poignant but just ended up being laughable due to the fact that the dialogue in this film was of a highly dubious nature. Another thing that really irritates about this film is the fact that they introduce characters who are totally superfluous to the film itself. They introduce a bunch of pirates who can only be seen to be adding another 10 minutes to a mercifully short film.<br /><br />The acting can be said to be mediocre. It probably would have been a lot more impressive if they did not have such a terrible script to work from. All in all there isn't one person who made a terrible impact on me. Every single person seemed to be a watered-down caricature and in this way, not one of these actors made any sort of impact on me.<br /><br />The crocodile itself is said to be huge, over 31 feet exactly and this sense of size is well portrayed by the obvious fake of a crocodile that they have provided for us in the film. The crocodile's death at the end of the film is so ridiculously fake and contrived that it makes one's stomach turn. With a huge cry of bravado, the hero of the film announces that he has a plan which turns out be falling down a hill and getting the crocodile to impale himself on a luckily-placed spike at the bottom of this said hill.<br /><br />All in all, I would say that this film is one which has to be seen for you to believe how bad it could be. What probably seemed like a good idea at the time suffered from a terrible script and an overwhelming sense of low-budgetness which all served to create a truly awful movie.",0
***SPOILERS*** ***SPOILERS*** It's easy to see why the script for this film won an Oscar. At least during the first half. My head was spinning from all of the snappy lines whizzing by. Noel Coward plays a New York publisher (`Why don't you publish books that you like?' - `What? And corrupt the public?') who charms and manipulates his many hangers-on. Then he dies in a plane crash and the story turns into a bizarre Flying Dutchman take-off in which Coward must find someone who truly mourns him before his soul can rest in peace. Very enjoyable until it gets bizarre. Viewed at Cinefest in Syracuse in March 2003.,1
"***SPOILERS*** ***SPOILERS*** Juggernaut is a British made ""thriller"" released in the US by First National. Karloff is Dr. Sartorius who has to leave his research because his funds have dried up. Karloff is forced to retreat to France and start up a medical practice. He is propositioned by a conniving woman who wants to get rid of her much older husband. She knows Karloff needs the money.<br /><br />Karloff agrees to the proposition and soon becomes the personal doctor of the husband. All the while, the wife is prancing about town with the local no good playboy. Karloff finally injects the old geyser with poison and he kicks off. However, his son (from another marriage) arrives a few days before the killing and finds out the will has been changed. When he spills the beans to the wife, she goes berserk and even bites the son's hand.<br /><br />Meanwhile, Karloff's nurse has misplaced the hypo Karloff used to kill the old man. When Karloff finds out he isn't getting any money, he asks the wife to poison the son. The nurse suspects Karloff and finds the missing hypo. Analysis shows poison, but not quite in time as Karloff kidnaps the nurse.<br /><br />To make a long story short, the nurse escapes, gets the police, and manages to save the son who is about to be injected by Karloff. Karloff instead injects himself and dies.<br /><br />This movie does have some good points. Karloff is possessed and plays the type of mad doctor he did in The Devil Commands and the Man Who Lived Again. It is peculiar, however, to see him walk around stiffly and slightly hunched over. We never find out why he is walking this way. I suspect the director thought it made him more sinister.<br /><br />The actress playing the 2-timing wife overacts something terrible. She has a French accent. Even though she overacts badly, you still manage to hate her (or maybe you hate her because of her acting...).<br /><br />A little below average for a Karloff vehicle. If you buy the Sinister Cinema VHS copy, the audio is a bit choppy.",0
"***SPOILERS*** ***SPOILERS*** Packed with memorable moments (such as the quote above, immortalized by Primus), Deliverance tells the story of four guys who take a trip to the wild woods to go white water rafting and get away from the big city for a while only to find that their fun soon takes a bad turn. This is not a Hollywood film. There are virtually no special effects whatsoever, the setting is extremely realistic, and nothing at all is sugarcoated or made pretty. The city boys look like city boys, and even the tough guy Louis, portrayed with precision by Burt Reynolds, is clearly at the mercy of the wild on this trip. This is a perfect example of a what-if film. What if a few friends went river rafting in an area of the woods that none of them were familiar with, and ended up desperately trying to avoid being tried and convicted for murders that they were forced to commit to save their own lives?<br /><br />There is clearly a very strong element of the film that deals with societal and class structure and the relationship (or lack thereof) between rural and urban peoples. When the four guys arrive in the woods early in the film, they clearly do not quite know how to interact with the people who live out there, and they speak to them as though they are unsure whether they will understand or be able to communicate. This communication block is most memorably illustrated in the dueling banjoes scene, in which they are trying to gas up the car and truck and get someone to drive the vehicles downriver for them. While Drew and the obviously inbred and probably mentally deficient boy on the porch are dueling with their guitar and banjo (one of the best scenes in the film), Louis is having some difficulty buying the gas, and Bobby makes a comment about genetic deficiencies and how pathetic it all is. When the boy turns away from Drew, who had offered to shake his hand after their stupendous jam session, Bobby tells him to give the kid a couple bucks, knowing that none of them are quite sure how to react.<br /><br />This is the kind of thing that we see in Deliverance that sets up so much of the tension that is to follow. This great scene where a lot of fun was had (including the funniest 'redneck dancing' scene until O Brother, Where Art Thou?) ended with everyone awkwardly unsure what to do around each other. These people are apples and oranges, and they live by completely different rules of life. The people that Louis, Bobby, Drew and Ed encounter in the hills grew up separated from modern society and modern laws, and live by the rules of nature, which do not include thou shalt not kill. Confused by their awkward behavior, the four friends set out on the river, hoping for the weirdness to end and for the adventure to begin.<br /><br />(spoilers) When they are briefly separated from each other and Ed and Bobby run into the hillbillies beside the river who quickly turn unpleasant, the uncertainty about the way that these people live - which was established by the scene above - comes into play to create the most tension during the scene. I think that a good sign of a quality thriller like this is that the tragic element of the film, namely the assaults and actual murders, takes up a very small amount of screen time but remain some of the most memorable parts of the film. There is no gratuitous violence here, it's all there for an obvious purpose and it achieves a startlingly powerful effect.<br /><br />The move is about the violent clash of two very different kinds of people, and what can happen when they inadvertently find themselves at war with each other. The trip down the rest of the river after the assault, which takes up the majority of the film, delivers some spectacularly effective tension, and keeps you on the edge of your seat while not bombarding you with so much happening that you become numb. It is surprisingly effective when we find out that Ed may very well have killed the wrong man up there on the cliff, and the tension in the film doesn't even let up when the three surviving members of the team reach the bottom of the river, because they deliver a questionable explanation to the police about what happened up there on the river and why the deputy's brother-in-law is missing.<br /><br />This is a very disturbing film, which is a testament to its success, because it's pretty obvious that a film like this is meant to shake people up a little bit. The hillbillies are the human (i.e. more realistic) version of the sub-human rednecks seen in childish but fairly similar films like Gator Bait and Gator Bait 2, neither of which could possibly ever be compared to a timeless film like Deliverance. When we follow these four men through their fateful weekend in the woods, the natural element is so real and we get to know the men so well and in such a subtle fashion that it's almost like we, as individuals of the audience, are really a fifth member of the team. It's not often that a film is able to come across that way.",1
"***SPOILERS*** ***SPOILERS*** Released in 1956,and considered quite racy at the time, Douglas Sirk's over the top candy colored melodrama is still a wonderful thing. The plot concerns the goings on in an oil rich dysfunctional Texas family that includes big brother Kyle, who is insecure, weak, wounded & very alcoholic, played by Robert Stack in a very touching & vulneable performance and his sluty sister Marylee played in an extreme manner by Dorothy Malone. Ms. Malone's performance is telegraphed to us via her eyes, which she uses to show us her emotions, which mostly consist of lust (for Rock Hudson) and jealousy (for Lauren Bacall). Malone is the only actress I've ever seen in movies who enters a room eyes first. Now don't get me wrong, her performance to say the least is an absolute hoot, and is one of the supreme camp acting jobs of the 1950's. But it is also terrible, because as likeable and attractive as Malone is,she's not a very good actress, and she's not capable of subtly or shading. Her performace is of one note. She does get to do a wicked Mambo,and in a great montage, as unloving daddy played by the always good Robert Keith falls to his death climbing a staircase, Sirk mixes it up with an almost mad Malone doing a orgasmic dance as she undresses. Stack,(who should have won an Oscar) & Malone, (who won the award, but shouldn't have) are the real stars of the film, the ones who set all the hysteria, both sexual & otherwise in motion, while the ""real stars"" of the film, Hudson & Bacall fade to grey & brown,which are the colors that they are mainly costumed in. Hudson who was a better actor then given credit for plays the childhood & best friend of Stack's, and the stalked love interest of Malone's who moans & groans over Rock through most of the film. But Hudson wants no part of her,and instead is in love with Bacall who is married to Stack. No one is very happy & no one is happy for very long. The Stack-Bacall marriage falls apart big time after a year, and Stack pretty much drinks himself into oblivion because he thinks he is sterile, and can't give Bacall a baby to prove that he's a man. Sirk who was a very intelligent man, and had a long & fascinating career both in films and theatre in Germany, ended his Hollywood career at Universal in the mid 1950's with a series of intense vividly colored ""women's movies"" or melodramas. Although they were mainly adapted from medicore or trashy source material,in Sirk's hands they became masterpieces of the genre. Sirk had a wonderful sense of color & design which he brought to play in these films filling his wide screen spaces with characters who played out their emotional lives among weird color combinations & lighting, make believe shadows, and lots of mirroed reflections. In ""Written"" the characters are always peeking out of windows, listening at doors or sneaking around. So in the end, after much violence, an accidental murder, a miscarriage & more Sirk ends the movie with a final & startling scene of a ""reborn"" and reformed Malone in a man-tailored suit, sitting at a desk foundling a miniature oilwell.",1
"***SPOILERS*** ***SPOILERS*** Some bunch of Afrikkaner-Hillbilly types are out in the desert looking for Diamonds when they find a hard mound in the middle of a sandy desert area. Spoilers: The dumbest one starts hitting the mound with a pick, and cracks it open. Then he looks into the hole and sticks his head in and SURPRISE! something eats him. The other two dimwits are not seen alive again. Scott Bairstow looks like a Pizza Delivery boy but he plays some kind of expert scientist with a medical degree (which means he should be about 35 years old, minimum). Bairstow is supposed to join Camp C and help them find diamonds. The truck that picks up Bairstow to take him to Camp C has a handful of the kind of weirdoes that usually populate movies like ""PITCH BLACK"" ""THE THING"" etc. The truck happens to drive across the first truck and they decide to investigate (how come that truck did not see the other truck when they were driving to pick up Bairstow, since they were travelling the same road??). So they find the eaten bodies, and there are some decent special effects relating to bones with little bits of flesh on them. The main lunatic in the group, Karl, decides that they must find the killer. So the truck drives around in the desert following some tracks, and eventually it has an electrical short and the crew is stuck in the desert. The dumbest guy in this group had picked up a bunch of bones using his jacket to carry them around. When he takes a nap (wearing the same jacket) the creatures eat him alive, and another guy runs over and sticks his arm into the goo and that dummy loses his arm too. Sounds exciting so far, except that a few minutes later, Dr. Bairstow realizes that the creature is really hundreds of thousands of ants who are using the bones to hold each other together so they can travel to a new hive (because the miners cracked open the old hive). Now, last time I checked, ants could move around on their own, without having to kill people in order to use the bones for structure. If all they need was something hard, they could have put a bunch of sticks together and used those to create a form. The whole story is really, really dumb, and the ant explanation is the only one given. The rest of the movie is just about the group getting killed off until they find the new ant-nest, and kill the ant-brain (sort-of), and the hundreds of thousands of ants then walk away on their own itty-bitty feet. There is a spare ant-brain found (off-camera) and sent back for analysis thus creating a reason for a sequel.",0
"***SPOILERS*** ***SPOILERS*** THE CELL / (2000) **** (out of four)<br /><br />""Do you believe there is a part of yourself, deep inside in your mind, with things you don't want other people to see? During a session when I'm inside, I get to see those things.""<br /><br />--Catherine Deane<br /><br />And so do we. One of the most visually stimulating films of the year, ""The Cell"" is a love/hate movie-either you love it or you hate it. I can understand the reasons some people dislike this production. With a story that combines disturbing serial killers with mind-probing, ""The Cell"" is too much for some viewers; others will not understand the complex actions and emotions of the film. I think it's one of the year's most engrossing films.<br /><br />Making his feature film screenwriting debut, Mark Protosevich creates an imaginative world of rich, colorful images and provocative characters. The filmmakers take advantage of every shot. Protosevich conceived ideas for ""The Cell"" in 1993 when he decided to combine two of his major interests, mind-probing and serial killers. He was reportedly influenced by such directors as Wes Craven, George Romero and David Cronenberg. They would probably be proud of such an imagination.<br /><br />The film combines two major narratives, one about scientific exploration of the human mind, and the other about a psychopath who murders young women for his own sexual pleasure. Catherine Deane (Jennifer Lopez), a child therapist, is part of a neurological study at the Campbell Center, a research clinic. Because of her empathetic personality, scientists chose Deane to enter the mind of a catatonic preteen in hopes to revive his brain into waking.<br /><br />A sick, demented serial killer roams the streets. Within an abandoned rural farmhouse, Stargher (Vincent D'Onofrio) locks innocent female victims in a large glass cell where he then drowns them and performs sadistic sexual rituals with their bodies. The killer escapes from the FBI every time they draw near, until now. A violent seizure renders him comatose. The FBI captures his forever unconscious body. Unfortunately, he already prepared the cell with his latest victim. In forty hours, the cell will fill with water, and Stargher is the only man who knows the location of his victim.<br /><br />The FBI takes this situation to Campbell Center, where Catherine enters the mind of Stargher, hoping to discover the location of his latest victim before the cell fills with water, sending the woman to a watery grave.<br /><br />The science fiction portions of the story relied on both real science and theoretical fiction in the creation of the Neurological Cartography and Synaptic Transfer System. The premise takes a long time to develop, but it is worth the wait. It is far fetched, but that doesn't matter. The film makes us believe. Even if you don't suspend disbelief, however, the visual enticement provides an engaging setting to enjoy.<br /><br />According to the film's production notes, Mark Protosevich was thrilled to work with the director, named Tarsem, because they both think visually. Tarsem Singh is known for his attention to detail, stunning art direction, and highly developed abilities to tell a story. ""When I wrote 'The Cell',"" explains Protosevich, ""I surrounded myself with postcards or color copies of painter's paintings or photographs while I was working. So I'm thinking visually, and Tarsem is a highly visual director. Tarsem has a similar frame of visual references which made for a very smooth collaboration.""<br /><br />Vincent D'Onofrio provides the film with a backbone, and no actor could have accomplished his character any better. He delivers a mysterious, disturbing, and engaging performance. ""I think that my character is, in a way, trapped in himself,"" D'Onofrio ponders. He also researched the psychology of serial killers to help get him beneath the surface of the character. His in-depth performance preparation pays off beautifully.<br /><br />While the actors, writer, and director do wonders with their material, the real honor goes to the film's behind-the-scenes talent. The director of photography Paul Laufer, production designer Tom Foden, costume designer April Napier, special effects coordinator Clay Pinney, and visual effects supervisor Kevin Tod Haug. They bring the world of ""The Cell"" to life. It's is an extraordinary world worthy of several viewings. Some movies you watch, others you experience. ""The Cell"" falls into the later category.<br /><br />",1
"***SPOILERS*** ***SPOILERS*** There must have been something in the air in the immediate postwar years that made night cities attractive settings for movies. A gaggle of nocturnal, urban films were made at that time, and not just in America. One of the most notable was Carol Reed's Odd Man Out, an English picture about a wounded gunman staggering through the streets of Belfast. In America it was the high noon, or more properly, high midnight, of film noir.<br /><br />Crossfire isn't really film noir, but has the trappings of noir, though it uses them for its own aims, which have to do with bigotry. Directed by Edward Dmytryk, written by John Paxton, it was adapted from a novel by Richard Brooks. The book concerned the murder of a homosexual; in the movie the victim is changed to a Jew. Though filmed like a mystery there is little suspense in the film, as it is fairly obvious who the murderer is early on. What makes the film so watchable and beautiful is its evocation of a city, Washington, D.C., just after World War II, by some of the most gifted craftsmen working in films at that time. Unlike many night movies Crossfire is set mostly indoors: in police stations, rooming houses and all-night movie theaters. Soldiers are everywhere in the film, and most are itching to get back to their civilian lives. Yet one senses, from most of the men we meet, that their personalities have been so shaped by their military experience it's going to be tough for them to return to their old neighborhoods; for some maybe even impossible. They seem more bound to one another than to anything or anyone else.<br /><br />Yet some men never truly bonded with anyone in the military. The murderer, Monty, is one such individual. One senses that he was never connected in his civilian life, either. He is a lone wolf who also needs people. Desperately alone, he has a sadistic streak a mile wide, and always needs someone nearby to be the butt of his jokes. The man he kills did him no harm, and was in fact a stranger to him. But once Monty figured out the man's religion, that was enough. He didn't really mean to kill the guy, as it was his intent to 'merely' humiliate him and just beat him up. But as he was quite drunk at the time, Monty's fists got the better of him. It is this act that sets the story the story in motion.<br /><br />Once the movie builds up a head of steam the other characters come rapidly into focus. Monty's opposite number is Keely, another soldier, who, though introspective like Monty, and somewhat detached, harbors no resentment toward anyone and seems a reasonable, even amiable guy. Finley, the pipe-smoking homicide detective, is dandyish and a tad effete compared to the men in uniform, but proves more than a match for the various and mostly recalcitrant soldiers he deals with. The actors who plays these roles, Roberts Ryan, Mitchum and Young, give excellent performances, each in a different key. Ryan, as Monty, is tense and paranoid, always looking around for someone to pick on; and one can feel his anxiety over becoming a victim himself. As Keely, Mitchum is low-key, almost nonchalant; he never raises his voice; and he seems to have more to say, more to offer, than is permitted by the script. Young's performance has often been criticized as being too soft, but I find it deceptively strong and nicely offbeat. He cuts against the stereotype of the hardboiled cop, and makes the character of Finley a bit of a prince of crime detection.<br /><br />There are few surprises in Crossfire, though the script is at times surprisingly well-written, even brilliant. Character actor Paul Kelly gives one of the best short performances in the movies as the 'boyfriend' of a woman a soldier picks up in a bar. Kelly may or may not be her husband; and he may or may not live with her, though he seems relaxed enough in her apartment. The beauty of these scenes are that nothing is made clear, and this man himself seems more than a little confused over what his role is, was or ought to be. In a way these few scenes form the thematic core of the film, which is anomie. With the exception of the detective all the men in the film are drifting, aimless and basically lost, some more seriously than others. In this respect Crossfire is, for all the preaching near the end, a film about the vagueness of identity, and how easily it can be lost or warped. Men drift from one bar to another in this film, as they engage in a sort of woozy camaraderie, their personalities merging into a kind of general American male template. Then something happens, something is nailed down. A word is mentioned, whether 'Jew' or 'hillbilly', and things suddenly turn tense, and the very notion of individuality, of an identity outside the group, of anyone not like them, becomes deeply offensive, even loathsome. Then, after tempers flare and whatever stirred them up has been resolved or forgotten, the men revert to their loose, non-personal group normality, and order is restored.",1
"***SPOILERS*** ***SPOILERS*** There's not much that can be said about this early-talkie era flick. (I'm hesitant to call ""Cimarron"" a ""film"", because I feel that the word is too esoteric.) But what can be said about it...mainly speaks against it.<br /><br />Take, for example, the overuse of portraying Indians as bad folk. In one scene, the little boy of the flick's lead character--an overbearing and over-ambitious family man who wants to set up a newspaper business-- is playing just outside of his father's office. An Indian kneels down in front of the child. ""Hello,"" the boy says to the Indian, in a very polite manner. The Indian gives him a feather, stands up and walks off.<br /><br />Yancy Cravat, Jr. excitedly runs inside the office. ""Mommy! Mommy!"" he shouts, holding up the Indian's gift. ""Look what an Indian gave me!""<br /><br />""How many times do I have to tell you!"" she snaps at the boy. ""You aren't ever to talk to those filthy Indians!""<br /><br />Yancy Yates, Sr. (Richard Dix) comes across as a man who speaks with a forked tongue. At the start of the story, he seems to have a definite plan for giving his family a better life. But, we soon enough discover, he's no great over achiever--much less a totally good-moral minded man. His slave child, Isaiah (Eugene Jackson) is one tell-tale sign of this.<br /><br />Upon his family's first trek to a Sunday morning church service--one<br /><br />at which, curiously enough, Cravat is to give the sermon--Isaiah tries to come along, dressed up like Cravat, long-tail suit, holster, gun and all. Cravat tells him to go home. ""Ya' all doesn't want me to come with ya' ta church?"" Isaiah says with a pout.<br /><br />""No!"" Cravat corrects him, patting him on the shoulder. ""You don't understand! I want you to stay and guard the house. And if anyone at all comes along... you shoot him dead!""<br /><br />The characters--not to mention the actors--in ""Cimarron"" couldn't<br /><br />act their way out of burlap sacks, despite their obvious efforts. And nothing in the script was any too commendable, either. (Granted: the incomparable Edna May Oliver--notorious for playing the Red Queen in Alice In Wonderland, also released in 1931--actually manages to look good, pulling off her portrayal of a pompous old woman, which is what she's also been best-known for.) But, aside from that, well...<br /><br />Yancy Yates isn't popular in town from the first week he arrives,<br /><br />and one of the outlaws decides to shoot Cravat's white hat off as he and his wife (Irene Dunne) are casually walking by. Despite her anger with the man who fired the bullet, Cravat just takes it completely in stride.<br /><br />Not only was this story not ""shooting for realism"", but it was very<br /><br />lacking in several key areas: e.g., Cravat's newspaper isn't ever really seen. (Bulletins and posters, yes--but not any newspaper.)<br /><br />Perhaps strangest of all, though: this is set in a small town in<br /><br />Kansas. Yet, for some reason or other, Yancy Cravat is dead-set on<br /><br />calling his paper ""The Oklahoma Wig-Wam.""<br /><br />Really good westerns have always been very few and far between--the only exceptions being Clint Eastwood's so-called ""spaghetti westerns"" of the late '60s to early '70s. Cliche westerns, on the other hand, are a dime-a-dozen.<br /><br />If you like cliche westerns, ""Cimarron"" will do you proud--but, as for me... it did me embarrassment.<br /><br />",0
***SPOILERS*** ***SPOILERS*** This is without a doubt the best film Rainer Werner Fassbinder ever made and even with the marvelous script the film is enhanced by a great performance by Hanna Schygulla. Film starts out with Maria (Schygulla) and Hermann Braun (Klaus Lowitsch) just getting married as the bombs continue to fall and Hermann is shipped out towards the waning days of the war and now Maria and her mother and sister must scrape by to survive. Maria decides to get a job as a dancer/prostitute in a club that caters to American GI's and she meets a black Army soldier named Bill (Greg Eagles) and they start to see one another on a steady basis. Maria hears that her husband Hermann has died in the war so she gets very serious with Bill. But one day while getting intimate with Bill they see Hermann at the door. He hasn't died and when he enters the room a scuffle occurs and Maria breaks a bottle over Bill's head and he dies. Hermann takes the blame and he is sentenced to a long term in jail so Maria tells him that she will succeed at something and get him out. The war has ended and Germany must rebuild and one day on a train Maria meets Karl Oswald (Ivan Desny) who is a successful businessman in textiles and she uses her charms to get a job. Maria is determined to do well and climbs the corporate ladder and becomes Karl's mistress. She tells him that she will never marry him but he is in love with her. Hermann gets out of jail but goes to Canada to try and get over everything that Maria has done since he has been locked up.<br /><br />*****SPOILER ALERT*****<br /><br />One day Karl dies and leaves Maria just about everything in his will and Maria buys her own house. Then Hermann finally comes home to his wife and they are both ready to start they're marriage even though they have been married for some time now. But Maria leaves the gas on the stove and the house explodes with both of them still in it.<br /><br />There are so many interesting things in this film that its one of those movies that can be studied and talked about to great lengths. Like in all Fassbinder films the use of color is used in a very interesting way. As the film begins the tones are brown and gray to represent war torn Germany but as Maria starts to become successful they change to bright rich colors like red and white. The rebuilding of Germany with all the sounds of construction are used as only backdrop and the film stays focused on the exploits of Maria. Fassbinder did want the sounds of rebuilding to remind us of what was going on in Germany at that time. Hanna Schygulla was never better and her performance is the key to the success of this film. With a lesser actress this would have been just another interesting film but Schygulla is so strong that her performance elevates this film to an elite status. Schygulla shows Maria as very determined and smart but at the same time she uses her beauty and femininity to get what she wants. She's not embarrassed nor does she feel guilty about this and Fassbinder wanted to show Maria as a woman who practically sells her soul to survive. Schygulla wasn't nominated for an Academy Award but she gave a great performance that will stand the test of time. Fassbinder himself appears in the film as a peddler and his own mother Lilo Pempeit plays Frau Ehmke. I have heard many things about the ending of the film and it has to do with whether Maria purposely left the gas on. Later in the bathroom she is running water over her wrist and she appears to be sad. This is only speculation and if you think I'm wrong please e-mail me. I think she was overly excited by Hermann being home and left it on by accident (Remember her putting on a dress for no reason?). Then when the will is being read to her its at that point that she learns that Hermann and Karl had become friendly without her knowledge and I think she felt that everything she had done was for nothing. Thats the reason for the bathroom scene. So when the house explodes its by accident. But I think the reason for Fassbinder having an ending like that is to show that anyone who would sell their soul has no business living. Fassbinder was fascinated by survivors but he was also incredibly passionate. In his view Maria can't have it both ways. A fascinating film.,1
"***SPOILERS*** ***SPOILERS*** Well, seeing as I am a major H:LOTS fan, maybe I liked the movie more than normal people would. However, this movie is still excellent. It had tons of surprises, and it gave some more closure to the series. While I was sad that Bayliss turned into a murderer, the overall feeling I felt was satisfied.",1
"***SPOILERS*** ***SPOILERS*** Well, seeing as I am a major H:LOTS fan, maybe I liked the movie more than normal people would. However, this movie is still excellent. It had tons of surprises, and it gave some more closure to the series. While I was sad that Bayliss turned into a murderer, the overall feeling I felt was satisfied.",1
"***SPOILERS*** ***SPOILERS*** What's going on here ?<br /><br />Barbara Hershey, looking decidedly unsexy - as if she'd stolen her granny's spare wig - puts in an unconvincing performance as a woman who kills the wife of a man she has had an affair with 'in self defence' after hitting her forty odd times with an axe.<br /><br />Like Lizzy Borden, she is acquitted but after the most unconvincing argument ever presented to a jury by the representative of a supposedly 'innocent' defendant I have ever seen.<br /><br />Lizzy Borden took an axe and gave her father forty whacks When she saw what she'd done - she pleaded self defence<br /><br />I don't think so<br /><br />I find the defendants guilty of screening an unconvincing portrayal and have no alternative but to award this film a sentence of 4 out of 10 (which would have been lower but for the previous good behaviour of some of those involved)<br /><br />",0
"***SPOILERS*** ***SPOILERS*** When I saw a preview for this movie I thought it was going to be atleast a slightly admirable storyline. But as most superstation original movies I was left disapointed. This gullible family ends up driving through this ""deserted"" town to take a brake and find this video camera showing these people doing everything their donig and finds out they all eventually disappear, the family goes through all these mysterious stages and never discovers or displays what the heck is stalking them. Their are more gaps than I can count and they don't explain anything that happens how or what. It ends where the family gets in a car accident and get posest or brainwashed or something( which is never explained). The next thing you know ur hoping they somehow find out how all it happened but it ends leaving you completely confused.",0
"***SPOILERS*** ***SPOILERS*** Wow, what a predicament Joanna has found herself in. After accidentally running over a young child, she goes to call for help, only to return to the crime scene amidst a group of very angry onlookers. Understanda- bly, this is too much for her to handle, and she flees the scene. Luckily the child didn't die, but is seriously injured and in a coma. So starts the biggest struggle in Joanna's life: should she keep quiet or speak up? At first she doesn't, but eventually she realises that it's torture living with such a horrible secret.<br /><br />At one point she even joins a search party to help find the culprit. And gradually a detective starts to question this woman's behavior. She wants to tell the truth, and she never meant to run away from the crime scene, but is it worth telling and having the whole town hate you for it?<br /><br />The thing about this movie is that you don't choose sides. Joanna is very much a good role model, even though she's made some wrong choices. You feel for her, even though you know what she did was wrong. Her journey is a good representation of what any human being would go through if something like this were to happen to them.<br /><br />Margaret Colin is an absolutely brilliant actress. She was amazing in the TV series Now and Again and great in films like Independence Day and The Devil's Own. Her performance here is so realistic and unforced that she carries us singlehandedly through the entire film. In the end, I wanted to see more of her. Lisa Vidal also provided some good supporting work as the gentle, resourceful detective.<br /><br />To wrap it up, if you wanna see a movie that will make you think long afterwards, one that will say ""This is reality"", then you won't want to miss this one.<br /><br />My rating: 9/10",1
"***SPOILERS*** ***SPOILERS***<br /><br />I saw this movie last night at a screening. I started out already liking Tim Robbins and loving sci-fi. The first third of the movie was very cool. The score was good, the cinematography was interesting, the film maker's vision of the future was realistic yet starkly interesting nonetheless. I remember thinking to myself: ""this is the most intelligently done sci-fi movie I've seen in a while"". Then they just couldn't keep it together.<br /><br />Although from the outset, there were a number of more ""rough around the edges"" issues with this film (namely the editing, and later some of the writing/plot development), these issues were forgivable. They became unforgivable once the movie sort of lost all momentum around the half way mark, and then the film just got tedious when you realized that it wasn't going to go anywhere at all. <br /><br />Robbins could not breathe life into his character, but did the best he could. His female counterpart (her name escapes me now) was good in her role.<br /><br />The main reason for the meandering of the movie seemed to be that the film makers could not decide whether or not to do a sci-fi movie or a futuristic love story. They ended up with neither.<br /><br />Good:<br /><br />Some of the cinematography: grainy, it felt like ""21 days later"" some times.<br /><br />Very fitting for a futuristic movie like this.<br /><br />I dug some of the location shots.<br /><br />The music was cool.<br /><br />The film makers vision of the future was realistic but still cool and interesting.<br /><br />I liked the interactions with the other minor characters in the movie.<br /><br />Some of the writing was interesting (early on). <br /><br />The girl who played Maria Gonzales (name?? can't recall), she was good.<br /><br />***SPOILERS BELOW***<br /><br />A few questions/comments:<br /><br />I felt that a lot of the futuristic things in this movie were convenient to fix a patchwork story. Namely VIRUSES. Obviously the virus they gave her at the end of the film that made her physically 'afraid' of him was just there so that they could stick in another sex scene and then she could uncontrollably report him for Code 46. Then they take him away and erase his memory and the movie ends. Classic 'dream sequence' cop-out ending if you ask me. ties up all the loose ends very neatly if you just make it all a dream right?<br /><br />Was Robbin's character naturally good as intuition or was it the virus?<br /><br />Why didn't they explore the myriad of issues surrounding the girl being a clone of his mom? That could have made some interesting story.<br /><br />At first I like the salutations from across the globe in everyone's speech. But it became intrusive especially since their accents were not convincing. I get it, the future will undoubtedly be racially and culturally more androgynous, but it started feeling like an AT&T Global Networking commercial by the end of it.<br /><br />If they were 'outside' how could they have gotten busted for Code 46?<br /><br />'Cover' was never well defined. Sometimes it seemed as trivial as a Visa, and other times it was as vital as life or death. Again, loose definitions allow them to use it for gluing disparate parts of the plot together.<br /><br />Okay, I'm starting to get to negative about it, so I'll stop. There were some cool scenes, and interesting things about this movie, but that only gives it a 4/10",0
